date,rainfall,tmax,tmin,temp_mean,rain_3m_mean,rain_6m_mean,tmax_3m_mean,tmin_3m_mean,temp_mean_3m,rain_3m_std,temp_mean_3m_std,rainfall_lag_1,tmax_lag_1,tmin_lag_1,rainfall_lag_2,tmax_lag_2,tmin_lag_2,rainfall_lag_3,tmax_lag_3,tmin_lag_3,SPEI_3,SPEI_6,SPEI_3_lag_1,SPEI_6_lag_1,SPEI_3_lag_2,SPEI_6_lag_2,SPEI_3_lag_3,SPEI_6_lag_3,rain_anomaly_3m,temp_anomaly_3m
2006-08-01,52.730883239551396,29.068193544288455,17.540209649014596,23.304201596651524,91.73565758069725,100.331348832106,27.845132840794662,17.536806857448624,22.690969849121643,41.820783667859715,0.7592107261697147,86.58143041472484,27.54032606996185,18.313482879916577,135.8946590878155,26.926878908133677,16.756728043414704,113.9612542943945,26.561537092305752,18.41153943257858,0.06601560039886678,0.17437572944938087,0.41701542087598265,0.14740456420123796,0.6416811528613323,0.1192005024481649,0.28273585849989497,-0.1793734337550564,-39.004774341145854,0.6132317475298805
2006-09-01,106.64121922303886,31.339163465549486,18.9943357326516,25.16674959910054,81.98451095910504,103.62537633808346,29.315894359933264,18.282676087194258,23.79928522356376,27.2475656311573,1.1991903073677426,52.730883239551396,29.068193544288455,17.540209649014596,86.58143041472484,27.54032606996185,18.313482879916577,135.8946590878155,26.926878908133677,16.756728043414704,-0.09106494082936246,0.27530810601598493,0.06601560039886678,0.17437572944938087,0.41701542087598265,0.14740456420123796,0.6416811528613323,0.1192005024481649,24.656708263933822,1.3674643755367804
2006-10-01,54.35559248783663,26.111990361355648,19.211784917564838,22.661887639460243,71.24256498347563,91.6941731245603,28.83978245706453,18.582110099743677,23.710946278404105,30.666895205000532,1.3010243219531887,106.64121922303886,31.339163465549486,18.9943357326516,52.730883239551396,29.068193544288455,17.540209649014596,86.58143041472484,27.54032606996185,18.313482879916577,-0.29183508784605877,0.06259016651496192,-0.09106494082936246,0.27530810601598493,0.06601560039886678,0.17437572944938087,0.41701542087598265,0.14740456420123796,-16.886972495639,-1.0490586389438619
2006-11-01,62.406172814443025,29.781266829272912,17.126974123376495,23.454120476324704,74.4676615084395,83.10165954456838,29.07747355205935,18.444364924530976,23.760919238295163,28.152376860751648,1.2803036629929654,54.35559248783663,26.111990361355648,19.211784917564838,106.64121922303886,31.339163465549486,18.9943357326516,52.730883239551396,29.068193544288455,17.540209649014596,-0.2509127782951756,-0.0924485889481544,-0.29183508784605877,0.06259016651496192,-0.09106494082936246,0.27530810601598493,0.06601560039886678,0.17437572944938087,-12.06148869399648,-0.30679876197045886
2006-12-01,36.3428195717299,26.854069801780923,18.608142755237058,22.73110627850899,51.03486162466985,66.50968629188743,27.58244233080316,18.315633932059466,22.94903813143131,13.345225200902835,0.43878119415055644,62.406172814443025,29.781266829272912,17.126974123376495,54.35559248783663,26.111990361355648,19.211784917564838,106.64121922303886,31.339163465549486,18.9943357326516,-0.7029519859814671,-0.3970084634054148,-0.2509127782951756,-0.0924485889481544,-0.29183508784605877,0.06259016651496192,-0.09106494082936246,0.27530810601598493,-14.692042052939954,-0.21793185292231954
2007-01-01,77.10839958411535,27.749934209633544,17.874291953743995,22.81211308168877,58.61913065676276,64.9308478201192,28.12842361356246,17.869802944119183,22.99911327884082,20.64496051496817,0.3961239551730584,36.3428195717299,26.854069801780923,18.608142755237058,62.406172814443025,29.781266829272912,17.126974123376495,54.35559248783663,26.111990361355648,19.211784917564838,-0.5343996951835808,-0.4131173915148198,-0.7029519859814671,-0.3970084634054148,-0.2509127782951756,-0.0924485889481544,-0.29183508784605877,0.06259016651496192,18.489268927352583,-0.18700019715204874
2007-02-01,114.73458896981298,29.338734116054788,18.22128566783422,23.780009891944502,76.06193604188609,75.26479877516279,27.980912709156417,18.234573458938424,23.107743084047417,39.206360348793886,0.5836073348497641,77.10839958411535,27.749934209633544,17.874291953743995,36.3428195717299,26.854069801780923,18.608142755237058,62.406172814443025,29.781266829272912,17.126974123376495,-0.18941635700379836,-0.220164567649487,-0.5343996951835808,-0.4131173915148198,-0.7029519859814671,-0.3970084634054148,-0.2509127782951756,-0.0924485889481544,38.67265292792689,0.6722668078970848
2007-03-01,101.2251605644424,28.071916817354346,16.022824933775475,22.04737087556491,97.68938303945691,74.36212233206338,28.38686171434756,17.372800851784564,22.879831283066057,19.06066168714367,0.8683022551902851,114.73458896981298,29.338734116054788,18.22128566783422,77.10839958411535,27.749934209633544,17.874291953743995,36.3428195717299,26.854069801780923,18.608142755237058,0.21796894276196319,-0.24249152160975193,-0.18941635700379836,-0.220164567649487,-0.5343996951835808,-0.4131173915148198,-0.7029519859814671,-0.3970084634054148,3.535777524985491,-0.8324604075011486
2007-04-01,149.3924504586418,25.395533823933203,17.19212695541202,21.293830389672614,121.78406666429908,90.2015986605309,27.602061585780778,17.145412519007238,22.373737052394006,24.845388017935207,1.2748169634942657,101.2251605644424,28.071916817354346,16.022824933775475,114.73458896981298,29.338734116054788,18.22128566783422,77.10839958411535,27.749934209633544,17.874291953743995,0.6507499397442918,0.05817512228035556,0.21796894276196319,-0.24249152160975193,-0.18941635700379836,-0.220164567649487,-0.5343996951835808,-0.4131173915148198,27.60838379434273,-1.0799066627213918
2007-05-01,124.26606505478496,26.44172313501435,17.815763836301738,22.128743485658042,124.96122535928971,100.5115807005879,26.6363912587673,17.010238575163076,21.823314916965188,24.09116829513847,0.4603485352425881,149.3924504586418,25.395533823933203,17.19212695541202,101.2251605644424,28.071916817354346,16.022824933775475,114.73458896981298,29.338734116054788,18.22128566783422,0.6875694715178137,0.2490765572570076,0.6507499397442918,0.05817512228035556,0.21796894276196319,-0.24249152160975193,-0.18941635700379836,-0.220164567649487,-0.6951603045047534,0.30542856869285373
