date,rainfall,tmax,tmin,temp_mean,temp_range,SPEI_1,SPEI_3,SPEI_6,SPEI_12,month_sin,month_cos,rain_3m_mean,rain_6m_mean,tmax_3m_mean,tmin_3m_mean,temp_mean_3m,rain_3m_std,temp_mean_3m_std,rainfall_lag_1,tmax_lag_1,tmin_lag_1,SPEI_3_lag_1,SPEI_6_lag_1,rainfall_lag_2,tmax_lag_2,tmin_lag_2,SPEI_3_lag_2,SPEI_6_lag_2,rainfall_lag_3,tmax_lag_3,tmin_lag_3,SPEI_3_lag_3,SPEI_6_lag_3,rain_anomaly_3m,temp_anomaly_3m
2006-11-01,62.406172814443025,23.889975533607533,15.97737069803643,19.933673115821982,7.912604835571104,-0.49621971121577557,-0.2509127782951756,-0.0924485889481544,-0.1359110113516054,-0.5000000000000004,0.8660254037844384,74.4676615084395,83.10165954456838,26.396785185976736,17.734332256309816,22.065558721143276,28.152376860751648,2.082429368344869,54.35559248783663,28.82360011615057,19.365860715591765,-0.29183508784605877,0.06259016651496192,106.64121922303886,26.4767799081721,17.859765355301253,-0.09106494082936246,0.27530810601598493,52.730883239551396,30.107333415352976,16.08989143664015,0.06601560039886678,0.17437572944938087,-12.06148869399648,-2.131885605321294
2006-12-01,36.3428195717299,27.736562146563966,18.199541040973273,22.96805159376862,9.537021105590693,-0.9775276747099049,-0.7029519859814671,-0.3970084634054148,-0.13890398047862493,-2.4492935982947064e-16,1.0,51.03486162466985,66.50968629188743,26.81671259877402,17.847590818200487,22.332151708487256,13.345225200902835,2.152179351645397,62.406172814443025,23.889975533607533,15.97737069803643,-0.2509127782951756,-0.0924485889481544,54.35559248783663,28.82360011615057,19.365860715591765,-0.29183508784605877,0.06259016651496192,106.64121922303886,26.4767799081721,17.859765355301253,-0.09106494082936246,0.27530810601598493,-14.692042052939954,0.6358998852813649
2007-01-01,77.10839958411535,28.078979781227954,16.57827343503702,22.32862660813249,11.500706346190935,-0.12945169962506184,-0.5343996951835808,-0.4131173915148198,-0.1328564136567909,0.49999999999999994,0.8660254037844387,58.61913065676276,64.9308478201192,26.568505820466484,16.918395058015573,21.74345043924103,20.64496051496817,1.5995894936937165,36.3428195717299,27.736562146563966,18.199541040973273,-0.7029519859814671,-0.3970084634054148,62.406172814443025,23.889975533607533,15.97737069803643,-0.2509127782951756,-0.0924485889481544,54.35559248783663,28.82360011615057,19.365860715591765,-0.29183508784605877,0.06259016651496192,18.489268927352583,0.5851761688914578
2007-02-01,114.73458896981298,25.833633447656467,16.365528726537175,21.099581087096823,9.468104721119293,0.5387303033235716,-0.18941635700379836,-0.220164567649487,-0.02289441910005305,0.8660254037844386,0.5000000000000001,76.06193604188609,75.26479877516279,27.216391791816125,17.047781067515825,22.13208642966598,39.206360348793886,0.9496138898991194,77.10839958411535,28.078979781227954,16.57827343503702,-0.5343996951835808,-0.4131173915148198,36.3428195717299,27.736562146563966,18.199541040973273,-0.7029519859814671,-0.3970084634054148,62.406172814443025,23.889975533607533,15.97737069803643,-0.2509127782951756,-0.0924485889481544,38.67265292792689,-1.0325053425691557
2007-03-01,101.2251605644424,30.424113744608604,16.395354470116708,23.409734107362656,14.028759274491897,0.24462822458737976,0.21796894276196319,-0.24249152160975193,0.016408292203116508,1.0,6.123233995736766e-17,97.68938303945691,74.36212233206338,28.112242324497675,16.446385543896966,22.279313934197322,19.06066168714367,1.155865714137599,114.73458896981298,25.833633447656467,16.365528726537175,-0.18941635700379836,-0.220164567649487,77.10839958411535,28.078979781227954,16.57827343503702,-0.5343996951835808,-0.4131173915148198,36.3428195717299,27.736562146563966,18.199541040973273,-0.7029519859814671,-0.3970084634054148,3.535777524985491,1.1304201731653336
2007-04-01,149.3924504586418,24.866938923886213,15.642084725733767,20.25451182480999,9.224854198152446,1.1688912913219243,0.6507499397442918,0.05817512228035556,0.06038264439765875,0.8660254037844387,-0.4999999999999998,121.78406666429908,90.2015986605309,27.041562038717093,16.134322640795883,21.587942339756484,24.845388017935207,1.633318538406924,101.2251605644424,30.424113744608604,16.395354470116708,0.21796894276196319,-0.24249152160975193,114.73458896981298,25.833633447656467,16.365528726537175,-0.18941635700379836,-0.220164567649487,77.10839958411535,28.078979781227954,16.57827343503702,-0.5343996951835808,-0.4131173915148198,27.60838379434273,-1.333430514946496
2007-05-01,124.26606505478496,26.854611968858826,16.805860977396975,21.8302364731279,10.048750991461851,0.6491888986441368,0.6875694715178137,0.2490765572570076,0.07831398415442661,0.49999999999999994,-0.8660254037844387,124.96122535928971,100.5115807005879,27.381888212451216,16.281100057749146,21.831494135100183,24.09116829513847,1.5776115172514626,149.3924504586418,24.866938923886213,15.642084725733767,0.6507499397442918,0.05817512228035556,101.2251605644424,30.424113744608604,16.395354470116708,0.21796894276196319,-0.24249152160975193,114.73458896981298,25.833633447656467,16.365528726537175,-0.18941635700379836,-0.220164567649487,-0.6951603045047534,-0.0012576619722821647
2007-06-01,120.74613202810175,27.7811882253671,15.961588563307945,21.871388394337522,11.819599662059154,0.6040377832099952,0.807372657725352,0.5126708002436576,0.05783116841912145,1.2246467991473532e-16,-1.0,131.4682158471762,114.57879944331654,26.500913039370715,16.13651142214623,21.318712230758468,15.622295667834328,0.9218542445368094,124.26606505478496,26.854611968858826,16.805860977396975,0.6875694715178137,0.2490765572570076,149.3924504586418,24.866938923886213,15.642084725733767,0.6507499397442918,0.05817512228035556,101.2251605644424,30.424113744608604,16.395354470116708,0.21796894276196319,-0.24249152160975193,-10.722083819074442,0.5526761635790542
2007-07-01,94.23936699702018,30.27712259365877,17.328063155809637,23.802592874734202,12.949059437849133,0.06113925495120497,0.4381219789351123,0.5444359593397021,0.06565928391244116,-0.4999999999999997,-0.8660254037844388,113.08385469330231,117.43396067880069,28.304307595961564,16.69850423217152,22.50140591406654,16.414430222508003,1.1270488011232989,120.74613202810175,27.7811882253671,15.961588563307945,0.807372657725352,0.5126708002436576,124.26606505478496,26.854611968858826,16.805860977396975,0.6875694715178137,0.2490765572570076,149.3924504586418,24.866938923886213,15.642084725733767,0.6507499397442918,0.05817512228035556,-18.84448769628213,1.3011869606676605
2007-08-01,134.34543038565712,25.159298165517697,16.606307586694292,20.882802876105995,8.552990578823405,0.7272362774804338,0.46413777188054467,0.5758536216991791,0.17784452702484607,-0.8660254037844384,-0.5000000000000004,116.44364313692635,120.70243424810803,27.739202994847854,16.631986435270626,22.18559471505924,20.39626529851387,1.485037918037262,94.23936699702018,30.27712259365877,17.328063155809637,0.4381219789351123,0.5444359593397021,120.74613202810175,27.7811882253671,15.961588563307945,0.807372657725352,0.5126708002436576,124.26606505478496,26.854611968858826,16.805860977396975,0.6875694715178137,0.2490765572570076,17.90178724873077,-1.3027918389532438
