rainfall,tmax,tmin,temp_mean,temp_range,SPEI_1,SPEI_3,SPEI_6,SPEI_12,month_sin,month_cos
105.61939228758189,28.826113175895873,17.46315259136535,23.144632883630614,11.362960584530523,0.2507076336195425,0.2507076336195425,0.2507076336195425,0.2507076336195425,0.49999999999999994,0.8660254037844387
107.81359519193079,26.55799176153696,18.45460296108327,22.506297361310118,8.10338880045369,-0.3169700273537966,-0.03313119686712704,-0.03313119686712704,-0.03313119686712704,0.8660254037844386,0.5000000000000001
149.43065614302074,25.405048130047916,16.396933290112937,20.90099071008043,9.00811483993498,0.7284634187514436,0.22073367500572982,0.22073367500572982,0.22073367500572982,1.0,6.123233995736766e-17
185.69089569224076,27.009890709019963,16.544802765176534,21.77734673709825,10.465087943843429,1.4035158034683146,0.6050030649553205,0.5164292071213761,0.5164292071213761,0.8660254037844387,-0.4999999999999998
132.257431061055,27.019657200790125,17.367569681100566,22.193613440945345,9.652087519689559,-0.8195926103204031,0.4374622039664516,0.24922484363302022,0.24922484363302022,0.49999999999999994,-0.8660254037844387
121.01436706445827,28.650713399848975,16.38863585746958,22.519674628659278,12.262077542379394,-0.491535693486269,0.030795833220547426,0.12576475411313867,0.12576475411313867,1.2246467991473532e-16,-1.0
156.65841676797686,27.57668810150078,16.65750831413065,22.117098207815715,10.91917978737013,0.5677621043472297,-0.24778873315314753,0.17860716590108652,0.1889072327180088,-0.4999999999999997,-0.8660254037844388
111.06151764752094,27.669526278064275,16.901977224306584,22.28575175118543,10.76754905375769,-0.5135489425019423,-0.1457741772136606,0.14584401337639558,0.10110021081551493,-0.8660254037844384,-0.5000000000000004
55.915768421951455,27.611494054458365,17.538518414329317,22.57500623439384,10.072975640129048,-1.2713676257223263,-0.4057181546256797,-0.1874611607025661,-0.05139621546646743,-1.0,-1.8369701987210297e-16
76.27680130757896,26.202193136819623,16.464222203068744,21.333207669944183,9.73797093375088,-1.0591372130337982,-0.9480179270860223,-0.5979033301195849,-0.15217031522320051,-0.8660254037844386,0.5000000000000001
46.815436912871064,28.393918833642047,17.55635580513023,22.97513731938614,10.837563028511816,-1.3078130136792299,-1.2127726174784514,-0.679273397346056,-0.2572287423555668,-0.5000000000000004,0.8660254037844384
